major,major_name,gpa,cert_count,english_test_taken,gender,high_income,high_satisfaction,regular_employment,cohort
,,,0.0,1,1.0,0,1,1,2010
,,4.3,0.0,1,2.0,0,0,1,2010
4.0,공학,,0.0,1,1.0,0,0,0,2010
,,3.0,0.0,1,1.0,1,0,0,2010
,,,0.0,1,2.0,1,1,1,2010
4.0,공학,,2.0,1,1.0,0,0,1,2010
,,,0.0,1,2.0,1,1,1,2010
,,,0.0,1,1.0,0,1,0,2010
,,3.5,0.0,1,2.0,1,0,0,2010
,,,0.0,1,2.0,1,1,1,2010
,,3.2,0.0,1,1.0,0,1,1,2010
,,3.8,0.0,1,1.0,0,0,1,2010
,,4.2,0.0,1,2.0,1,1,1,2010
,,,0.0,1,2.0,1,1,1,2010
4.0,공학,,0.0,1,1.0,0,0,1,2010
,,3.75,0.0,1,1.0,0,0,1,2010
,,,0.0,1,2.0,1,1,1,2010
,,3.3,1.0,1,1.0,1,1,0,2010
,,,1.0,1,2.0,0,1,1,2010
,,,0.0,1,1.0,0,0,0,2010
,,,0.0,1,2.0,1,0,1,2010
7.0,예체능,,0.0,1,1.0,1,1,0,2010
,,,0.0,1,2.0,0,1,1,2010
1.0,인문,,0.0,1,1.0,1,1,0,2010
5.0,자연,,0.0,1,1.0,1,0,1,2010
,,,0.0,1,1.0,1,1,1,2010
,,3.7,0.0,1,2.0,1,0,1,2010
,,,0.0,1,1.0,1,0,1,2010
4.0,공학,,0.0,1,1.0,1,0,0,2010
,,,0.0,1,1.0,1,1,1,2010
,,,0.0,1,1.0,1,1,1,2010
,,,0.0,1,2.0,1,1,1,2010
,,,0.0,1,2.0,0,0,0,2010
,,,0.0,1,2.0,1,0,1,2010
,,4.1,0.0,1,2.0,0,1,1,2010
2.0,사회,,0.0,1,1.0,0,1,0,2010
,,3.7,0.0,1,2.0,1,1,1,2010
,,3.9,0.0,1,2.0,1,0,1,2010
5.0,자연,,0.0,1,1.0,0,1,0,2010
,,3.3,3.0,1,1.0,1,1,1,2010
2.0,사회,,0.0,1,2.0,0,0,0,2010
5.0,자연,,0.0,1,2.0,0,0,0,2010
4.0,공학,,0.0,1,1.0,0,0,1,2010
1.0,인문,,1.0,1,2.0,1,0,1,2010
,,,0.0,1,2.0,1,1,1,2010
4.0,공학,,1.0,1,1.0,0,0,0,2010
1.0,인문,,0.0,1,2.0,0,0,1,2010
,,,0.0,1,2.0,1,0,1,2010
,,4.2,2.0,1,2.0,0,0,0,2010
,,,0.0,1,1.0,0,0,1,2010
4.0,공학,,0.0,1,1.0,0,0,1,2010
,,,0.0,1,2.0,1,0,1,2010
5.0,자연,,0.0,1,2.0,0,0,0,2010
,,3.0,0.0,1,2.0,1,0,1,2010
4.0,공학,,0.0,1,1.0,1,0,0,2010
5.0,자연,,0.0,1,1.0,0,0,0,2010
,,,0.0,1,2.0,1,0,1,2010
,,3.9,0.0,1,2.0,0,0,0,2010
,,,0.0,1,2.0,1,1,1,2010
,,2.9,1.0,1,2.0,1,1,0,2010
,,,1.0,1,2.0,0,0,0,2010
7.0,예체능,,0.0,1,1.0,1,0,0,2010
,,4.3,0.0,1,2.0,1,1,1,2010
1.0,인문,,0.0,1,1.0,0,1,0,2010
,,,0.0,1,2.0,1,0,1,2010
4.0,공학,,0.0,1,1.0,0,0,1,2010
,,3.9,1.0,1,2.0,0,0,0,2010
6.0,의약,,0.0,1,1.0,0,1,1,2010
4.0,공학,,0.0,1,1.0,1,1,1,2010
4.0,공학,,0.0,1,1.0,0,0,1,2010
1.0,인문,,0.0,1,2.0,0,0,0,2010
5.0,자연,,0.0,1,2.0,0,0,0,2010
,,3.9,0.0,1,2.0,0,0,1,2010
,,3.0,0.0,1,2.0,0,0,0,2010
,,3.0,0.0,1,2.0,1,0,1,2010
,,3.0,0.0,1,2.0,1,1,1,2010
,,,0.0,1,2.0,1,0,1,2010
,,,0.0,1,1.0,0,0,1,2010
2.0,사회,,0.0,1,1.0,1,1,1,2010
,,,0.0,1,1.0,1,1,1,2010
4.0,공학,,0.0,1,2.0,0,0,0,2010
1.0,인문,,0.0,1,1.0,1,0,0,2010
,,3.6,0.0,1,2.0,1,0,1,2010
,,3.8,0.0,1,2.0,0,1,1,2010
,,3.44,0.0,1,2.0,1,0,1,2010
,,3.98,0.0,1,2.0,0,0,1,2010
4.0,공학,,0.0,1,2.0,0,1,0,2010
,,,0.0,1,2.0,0,0,1,2010
,,4.3,0.0,1,2.0,1,0,1,2010
,,,0.0,1,1.0,0,1,1,2010
,,4.1,0.0,1,1.0,1,1,1,2010
,,3.7,0.0,1,2.0,1,0,1,2010
,,3.5,3.0,1,2.0,0,1,1,2010
,,3.5,0.0,1,1.0,1,1,1,2010
5.0,자연,,0.0,1,1.0,0,1,0,2010
6.0,의약,,2.0,1,2.0,0,0,1,2010
,,4.3,1.0,1,2.0,0,0,0,2010
,,,0.0,1,1.0,1,0,0,2010
,,,0.0,1,1.0,1,0,0,2010
,,,0.0,1,2.0,0,0,1,2010
,,3.8,0.0,1,2.0,0,1,1,2010
,,3.98,0.0,1,2.0,1,0,1,2010
,,,0.0,1,1.0,1,0,1,2010
4.0,공학,,0.0,1,1.0,1,1,0,2010
,,3.8,0.0,1,2.0,0,0,0,2010
,,,0.0,1,1.0,1,1,1,2010
,,,0.0,1,2.0,0,0,0,2010
,,4.1,0.0,1,2.0,0,0,1,2010
,,3.2,1.0,1,2.0,1,1,0,2010
,,3.42,0.0,1,2.0,1,0,1,2010
5.0,자연,,0.0,1,1.0,0,1,1,2010
,,3.6,1.0,1,2.0,1,0,1,2010
,,3.1,0.0,1,2.0,0,0,0,2010
7.0,예체능,,0.0,1,2.0,0,1,0,2010
,,3.7,0.0,1,2.0,1,1,1,2010
,,3.68,1.0,1,2.0,0,0,0,2010
,,3.5,0.0,1,2.0,1,0,1,2010
4.0,공학,,0.0,1,2.0,0,0,0,2010
,,4.0,0.0,1,2.0,0,0,1,2010
,,,0.0,1,2.0,1,1,1,2010
,,3.5,2.0,1,2.0,1,0,1,2010
,,,0.0,1,1.0,0,0,0,2010
2.0,사회,,0.0,1,1.0,1,1,1,2010
,,,0.0,1,2.0,1,1,1,2010
4.0,공학,,0.0,1,1.0,0,1,0,2010
,,,0.0,1,1.0,1,0,1,2010
,,3.72,0.0,1,1.0,0,0,0,2010
,,3.5,0.0,1,2.0,1,0,1,2010
,,,0.0,1,2.0,1,1,1,2010
,,3.2,0.0,1,2.0,0,0,1,2010
,,3.66,0.0,1,2.0,0,0,0,2010
,,,0.0,1,2.0,1,0,1,2010
4.0,공학,,0.0,1,2.0,1,0,1,2010
,,3.5,0.0,1,2.0,1,1,1,2010
4.0,공학,,0.0,1,1.0,0,0,0,2010
4.0,공학,,0.0,1,1.0,0,1,0,2010
4.0,공학,,0.0,1,1.0,1,1,1,2010
7.0,예체능,,0.0,1,1.0,0,0,0,2010
,,,0.0,1,2.0,0,0,0,2010
,,,1.0,1,1.0,1,1,1,2010
,,,0.0,1,2.0,0,0,1,2010
,,3.5,0.0,1,2.0,1,0,1,2010
5.0,자연,,0.0,1,2.0,0,0,0,2010
5.0,자연,,0.0,1,2.0,1,0,0,2010
,,3.96,0.0,1,2.0,1,0,1,2010
,,,0.0,1,1.0,0,1,1,2010
,,,0.0,1,2.0,0,1,1,2010
,,4.0,0.0,1,2.0,1,1,1,2010
2.0,사회,,0.0,1,1.0,0,0,0,2010
,,4.0,0.0,1,1.0,1,0,1,2010
,,4.36,0.0,1,2.0,1,0,1,2010
,,3.3,0.0,1,2.0,1,1,1,2010
4.0,공학,,0.0,1,1.0,0,1,0,2010
,,4.2,0.0,1,2.0,1,0,1,2010
,,3.92,0.0,1,2.0,1,1,1,2010
,,,0.0,1,1.0,0,0,0,2010
,,4.01,0.0,1,2.0,0,0,0,2010
,,3.6,0.0,1,2.0,0,0,1,2010
,,,0.0,1,2.0,0,0,1,2010
,,4.05,0.0,1,2.0,0,0,0,2010
,,3.9,0.0,1,2.0,1,1,1,2010
1.0,인문,,0.0,1,2.0,0,0,1,2010
2.0,사회,,1.0,1,1.0,0,0,0,2010
,,3.77,2.0,1,2.0,1,1,1,2010
,,,0.0,1,2.0,0,1,1,2010
,,,0.0,1,2.0,0,1,1,2010
7.0,예체능,,0.0,1,1.0,0,1,0,2010
,,4.0,0.0,1,2.0,0,0,1,2010
2.0,사회,,0.0,1,1.0,0,0,0,2010
1.0,인문,,0.0,1,2.0,0,1,1,2010
,,3.8,0.0,1,2.0,0,1,1,2010
,,3.5,0.0,1,2.0,0,1,1,2010
,,,0.0,1,2.0,1,1,1,2010
,,3.71,0.0,1,1.0,1,0,1,2010
,,,0.0,1,1.0,0,0,0,2010
,,3.47,0.0,1,2.0,1,1,0,2010
1.0,인문,,0.0,1,2.0,1,1,1,2010
4.0,공학,,0.0,1,1.0,1,1,1,2010
,,3.46,0.0,1,2.0,1,1,0,2010
1.0,인문,,0.0,1,1.0,0,0,0,2010
6.0,의약,,1.0,1,1.0,1,1,1,2010
,,,0.0,1,1.0,1,0,0,2010
,,,1.0,1,2.0,1,1,0,2010
4.0,공학,,0.0,1,1.0,0,0,0,2010
7.0,예체능,,0.0,1,1.0,0,1,0,2010
,,3.3,0.0,1,2.0,0,0,0,2010
,,4.04,1.0,1,2.0,0,1,0,2010
,,3.5,0.0,1,2.0,1,0,1,2010
,,3.5,0.0,1,2.0,1,0,1,2010
,,4.2,0.0,1,2.0,0,1,1,2010
,,,0.0,1,2.0,1,1,1,2010
1.0,인문,,0.0,1,2.0,1,1,1,2010
,,,0.0,1,1.0,0,1,1,2010
1.0,인문,,0.0,1,1.0,0,0,0,2010
2.0,사회,,0.0,1,1.0,1,0,1,2010
,,3.65,1.0,1,2.0,1,1,0,2010
2.0,사회,,0.0,1,2.0,1,0,1,2010
,,3.7,4.0,1,2.0,1,1,1,2010
,,4.21,0.0,1,2.0,1,1,1,2010
,,3.9,0.0,1,2.0,1,1,1,2010
,,3.7,0.0,1,2.0,0,1,0,2010
,,4.02,1.0,1,2.0,0,1,0,2010
,,3.0,0.0,1,2.0,0,0,1,2010
,,,0.0,1,2.0,0,0,0,2010
7.0,예체능,,0.0,1,2.0,1,0,0,2010
,,,0.0,1,2.0,0,0,1,2010
,,3.8,0.0,1,2.0,1,1,1,2010
,,4.0,0.0,1,2.0,1,1,1,2010
,,3.5,0.0,1,2.0,0,0,1,2010
,,3.4,0.0,1,2.0,0,0,1,2010
1.0,인문,,0.0,1,2.0,0,1,0,2010
,,3.5,1.0,1,1.0,1,1,1,2010
,,,0.0,1,2.0,0,1,1,2010
,,3.8,0.0,1,2.0,1,1,1,2010
,,3.8,0.0,1,2.0,1,1,1,2010
,,3.5,0.0,1,2.0,0,0,0,2010
,,3.2,0.0,1,2.0,0,0,1,2010
,,,0.0,1,1.0,0,1,1,2010
,,,0.0,1,2.0,0,1,1,2010
,,3.2,1.0,1,2.0,0,0,1,2010
,,4.0,0.0,1,2.0,0,1,1,2010
2.0,사회,,1.0,1,1.0,0,1,0,2010
,,3.6,0.0,1,2.0,1,1,1,2010
2.0,사회,,0.0,1,1.0,0,0,0,2010
,,3.94,1.0,1,2.0,0,0,1,2010
7.0,예체능,,0.0,1,1.0,1,1,0,2010
5.0,자연,,0.0,1,1.0,0,0,0,2010
7.0,예체능,,0.0,1,2.0,0,1,0,2010
2.0,사회,,1.0,1,2.0,1,0,1,2010
2.0,사회,,0.0,1,1.0,0,0,1,2010
2.0,사회,,0.0,1,2.0,0,1,0,2010
,,,0.0,1,2.0,1,0,1,2010
,,3.8,0.0,1,2.0,0,0,1,2010
,,3.5,1.0,1,2.0,1,0,1,2010
,,,0.0,1,2.0,0,1,1,2010
,,4.0,0.0,1,2.0,1,1,0,2010
2.0,사회,,0.0,1,2.0,0,0,1,2010
,,3.2,0.0,1,2.0,1,1,1,2010
,,3.6,0.0,1,1.0,1,1,1,2010
,,,0.0,1,2.0,0,1,0,2010
,,3.4,0.0,1,1.0,1,0,1,2010
,,4.0,0.0,1,2.0,1,0,1,2010
4.0,공학,,0.0,1,1.0,1,0,1,2010
4.0,공학,,0.0,1,1.0,0,1,1,2010
,,3.8,0.0,1,1.0,1,0,1,2010
,,,0.0,1,2.0,0,1,1,2010
,,3.9,0.0,1,2.0,0,1,1,2010
,,4.4,0.0,1,2.0,0,1,0,2010
1.0,인문,,0.0,1,2.0,0,1,1,2010
,,3.7,1.0,1,2.0,1,1,1,2010
,,4.0,0.0,1,2.0,1,1,1,2010
,,4.3,0.0,1,2.0,1,1,1,2010
2.0,사회,,0.0,1,1.0,0,0,0,2010
,,3.9,0.0,1,2.0,1,1,1,2010
5.0,자연,,0.0,1,1.0,0,0,0,2010
,,4.03,0.0,1,2.0,1,0,1,2010
,,3.8,0.0,1,2.0,0,0,1,2010
5.0,자연,,0.0,1,1.0,0,1,0,2010
,,4.1,0.0,1,2.0,1,0,1,2010
6.0,의약,,2.0,1,2.0,0,0,0,2010
,,4.2,0.0,1,2.0,1,1,1,2010
,,,0.0,1,2.0,1,1,1,2010
2.0,사회,,0.0,1,1.0,0,0,0,2010
,,,0.0,1,2.0,1,1,1,2010
4.0,공학,,0.0,1,1.0,1,1,0,2010
,,,0.0,1,2.0,0,0,1,2010
,,3.8,0.0,1,1.0,1,1,1,2010
4.0,공학,,1.0,1,1.0,0,1,0,2010
7.0,예체능,,0.0,1,1.0,0,1,0,2010
,,3.9,0.0,1,2.0,0,0,1,2010
,,,0.0,1,1.0,1,1,1,2010
,,3.8,0.0,1,2.0,1,0,1,2010
,,,1.0,1,2.0,1,0,0,2010
,,3.8,0.0,1,2.0,0,1,0,2010
,,3.9,0.0,1,2.0,1,0,1,2010
2.0,사회,,1.0,1,1.0,0,0,0,2010
,,3.5,0.0,1,1.0,0,1,1,2010
2.0,사회,,0.0,1,1.0,0,0,1,2010
,,3.98,0.0,1,2.0,1,0,0,2010
5.0,자연,,0.0,1,2.0,1,0,1,2010
,,3.99,0.0,1,2.0,0,1,0,2010
,,2.9,0.0,1,2.0,1,1,1,2010
,,3.0,0.0,1,2.0,0,0,1,2010
,,3.56,0.0,1,1.0,1,0,1,2010
,,4.02,1.0,1,2.0,1,1,1,2010
,,,1.0,1,2.0,1,0,1,2010
6.0,의약,,0.0,1,1.0,0,1,0,2010
,,3.5,0.0,1,1.0,1,1,1,2010
,,3.85,0.0,1,1.0,1,1,1,2010
,,4.41,0.0,1,2.0,1,1,1,2010
,,3.7,0.0,1,2.0,1,0,1,2010
,,3.0,0.0,1,1.0,1,0,1,2010
,,3.7,2.0,1,2.0,1,0,1,2010
,,4.3,0.0,1,2.0,1,0,0,2010
5.0,자연,,0.0,1,2.0,1,1,1,2010
,,,0.0,1,1.0,1,1,1,2010
,,4.21,0.0,1,2.0,1,1,1,2010
,,3.3,0.0,1,2.0,1,0,1,2010
,,,0.0,1,1.0,1,0,0,2010
,,4.2,0.0,1,2.0,1,1,1,2010
4.0,공학,,0.0,1,2.0,1,0,1,2010
,,,0.0,1,2.0,1,0,1,2010
,,,0.0,1,2.0,1,1,1,2010
,,,0.0,1,2.0,1,0,0,2010
,,3.0,0.0,1,1.0,0,1,0,2010
7.0,예체능,,0.0,1,2.0,0,0,0,2010
,,3.9,0.0,1,2.0,1,1,1,2010
,,,0.0,1,2.0,1,0,1,2010
,,3.0,0.0,1,2.0,0,0,0,2010
,,,0.0,1,2.0,0,0,1,2010
,,4.3,0.0,1,2.0,1,1,1,2010
,,,0.0,1,1.0,0,0,1,2010
4.0,공학,,0.0,1,1.0,0,1,1,2010
,,,0.0,1,2.0,0,0,0,2010
,,3.5,0.0,1,2.0,0,0,0,2010
,,4.0,0.0,1,2.0,0,0,0,2010
4.0,공학,,0.0,1,1.0,0,1,0,2010
,,,0.0,1,1.0,0,0,0,2010
6.0,의약,,0.0,1,1.0,0,0,0,2010
,,4.0,0.0,1,2.0,0,0,1,2010
4.0,공학,,0.0,1,1.0,1,0,1,2010
4.0,공학,,0.0,1,1.0,0,0,0,2010
,,,0.0,1,2.0,1,1,1,2010
5.0,자연,,0.0,1,1.0,1,1,1,2010
,,,0.0,1,1.0,1,0,1,2010
2.0,사회,,3.0,1,2.0,0,1,0,2010
,,3.5,0.0,1,1.0,0,0,0,2010
,,3.75,1.0,1,2.0,0,0,0,2010
,,,0.0,1,2.0,1,0,1,2010
7.0,예체능,,0.0,1,1.0,0,1,1,2010
2.0,사회,,0.0,1,1.0,0,1,0,2010
,,3.8,0.0,1,2.0,1,0,1,2010
,,,0.0,1,2.0,1,0,1,2010
,,3.3,0.0,1,2.0,1,0,1,2010
,,3.1,0.0,1,2.0,1,1,1,2010
,,3.8,0.0,1,2.0,1,1,1,2010
,,,1.0,1,2.0,1,1,1,2010
,,3.0,0.0,1,2.0,1,0,1,2010
2.0,사회,,1.0,1,2.0,1,1,1,2010
4.0,공학,,0.0,1,1.0,0,0,0,2010
2.0,사회,,0.0,1,1.0,0,0,0,2010
,,3.6,0.0,1,2.0,0,0,1,2010
,,3.39,2.0,1,2.0,1,0,1,2010
,,3.0,0.0,1,2.0,1,0,1,2010
,,3.76,0.0,1,2.0,1,1,1,2010
,,4.3,1.0,1,2.0,0,0,0,2010
,,3.5,0.0,1,1.0,1,0,1,2010
,,4.03,0.0,1,2.0,0,1,0,2010
4.0,공학,,0.0,1,1.0,0,1,0,2010
2.0,사회,,0.0,1,2.0,0,1,0,2010
,,4.2,0.0,1,2.0,0,1,1,2010
,,3.5,0.0,1,2.0,1,0,1,2010
4.0,공학,,1.0,1,2.0,0,1,0,2010
,,4.0,0.0,1,2.0,0,0,0,2010
,,3.8,0.0,1,2.0,0,0,0,2010
7.0,예체능,,0.0,1,2.0,1,0,0,2010
,,,0.0,1,2.0,1,0,1,2010
,,3.16,0.0,1,2.0,0,0,1,2010
,,3.45,0.0,1,2.0,0,1,1,2010
4.0,공학,,0.0,1,1.0,0,0,0,2010
,,3.7,0.0,1,2.0,1,0,0,2010
7.0,예체능,,0.0,1,1.0,0,1,0,2010
,,3.9,0.0,1,2.0,0,1,0,2010
,,3.5,1.0,1,2.0,1,0,0,2010
,,3.74,0.0,1,2.0,1,1,1,2010
,,,0.0,1,2.0,1,0,0,2010
2.0,사회,,2.0,1,2.0,1,1,0,2010
,,3.2,0.0,1,2.0,0,0,1,2010
4.0,공학,,1.0,1,1.0,0,0,0,2010
,,3.3,1.0,1,2.0,1,1,1,2010
4.0,공학,,0.0,1,1.0,1,1,1,2010
,,4.0,0.0,1,2.0,1,1,1,2010
5.0,자연,,0.0,1,2.0,0,0,0,2010
,,4.3,1.0,1,1.0,1,0,1,2010
,,4.0,0.0,1,2.0,1,0,1,2010
,,4.1,1.0,1,2.0,1,1,1,2010
,,4.13,0.0,1,1.0,0,0,0,2010
,,3.5,1.0,1,2.0,1,0,1,2010
2.0,사회,,0.0,1,1.0,0,0,1,2010
,,3.98,1.0,1,2.0,0,1,0,2010
,,,0.0,1,2.0,1,1,1,2010
,,3.8,0.0,1,2.0,1,0,0,2010
2.0,사회,,0.0,1,2.0,1,1,1,2010
,,3.8,3.0,1,2.0,1,0,1,2010
,,3.87,0.0,1,2.0,0,1,1,2010
,,,0.0,1,2.0,1,1,1,2010
4.0,공학,,0.0,1,1.0,0,0,1,2010
6.0,의약,,0.0,1,1.0,0,0,0,2010
1.0,인문,,1.0,1,1.0,0,1,1,2010
,,3.4,1.0,1,1.0,0,0,1,2010
2.0,사회,,0.0,1,1.0,1,0,0,2010
,,2.8,0.0,1,2.0,1,0,1,2010
,,,3.0,1,1.0,0,0,1,2010
5.0,자연,,0.0,1,2.0,1,0,1,2010
,,3.3,0.0,1,2.0,0,0,1,2010
,,3.2,0.0,1,2.0,1,1,1,2010
,,3.5,0.0,1,2.0,1,1,1,2010
,,3.3,0.0,1,2.0,1,0,1,2010
,,3.3,0.0,1,1.0,0,0,1,2010
,,,0.0,1,1.0,0,0,1,2010
,,4.1,0.0,1,2.0,1,1,1,2010
1.0,인문,,0.0,1,2.0,1,1,1,2010
,,,0.0,1,1.0,1,0,1,2010
,,3.96,1.0,1,1.0,1,1,1,2010
,,3.93,0.0,1,2.0,1,1,1,2010
,,3.5,1.0,1,2.0,0,1,0,2010
,,3.79,0.0,1,2.0,1,0,1,2010
,,,0.0,1,1.0,1,1,1,2010
,,4.4,0.0,1,2.0,1,0,1,2010
,,3.9,0.0,1,2.0,1,0,1,2010
4.0,공학,,0.0,1,1.0,0,1,0,2010
,,,0.0,1,2.0,0,0,1,2010
,,4.12,1.0,1,2.0,1,1,1,2010
,,3.92,0.0,1,2.0,0,0,0,2010
,,,0.0,1,1.0,1,1,1,2010
,,3.96,0.0,1,2.0,1,0,0,2010
7.0,예체능,,0.0,1,1.0,0,0,0,2010
2.0,사회,,0.0,1,2.0,0,0,1,2010
,,4.25,1.0,1,2.0,1,1,0,2010
,,3.69,1.0,1,2.0,1,1,0,2010
,,3.98,1.0,1,2.0,1,0,1,2010
1.0,인문,,0.0,1,2.0,1,1,1,2010
,,,0.0,1,1.0,0,1,1,2010
,,,0.0,1,2.0,1,0,1,2010
,,4.15,0.0,1,2.0,0,1,1,2010
,,3.97,0.0,1,2.0,0,0,0,2010
,,4.12,1.0,1,2.0,1,0,1,2010
,,,0.0,1,1.0,0,1,0,2010
1.0,인문,,0.0,1,1.0,0,0,0,2010
2.0,사회,,0.0,1,1.0,0,1,0,2010
,,,0.0,1,2.0,1,1,1,2010
,,,0.0,1,2.0,1,0,1,2010
,,4.2,1.0,1,2.0,1,0,0,2010
2.0,사회,,0.0,1,1.0,0,1,0,2010
,,,0.0,1,1.0,0,0,1,2010
,,4.02,0.0,1,2.0,0,1,0,2010
,,4.1,1.0,1,2.0,1,0,1,2010
,,,0.0,1,2.0,0,0,1,2010
,,3.8,0.0,1,2.0,1,1,1,2010
7.0,예체능,,0.0,1,2.0,0,1,0,2010
4.0,공학,,0.0,1,1.0,0,1,0,2010
,,,0.0,1,1.0,0,1,0,2010
,,4.26,0.0,1,2.0,0,1,1,2010
4.0,공학,,0.0,1,1.0,0,0,0,2010
,,3.74,0.0,1,2.0,1,0,1,2010
,,3.6,0.0,1,2.0,0,0,0,2010
,,3.78,0.0,1,2.0,0,0,0,2010
,,3.8,0.0,1,2.0,0,1,0,2010
,,,0.0,1,1.0,1,0,1,2010
2.0,사회,,0.0,1,1.0,0,0,0,2010
2.0,사회,,0.0,1,2.0,0,0,0,2010
,,,0.0,1,1.0,0,1,1,2010
,,,0.0,1,2.0,0,0,1,2010
,,3.9,0.0,1,2.0,0,0,1,2010
,,,0.0,1,2.0,1,0,1,2010
,,4.0,0.0,1,2.0,0,1,0,2010
,,,0.0,1,1.0,0,1,0,2010
,,3.79,0.0,1,2.0,0,0,0,2010
,,3.27,0.0,1,1.0,1,0,0,2010
,,,1.0,1,2.0,0,1,1,2010
,,3.5,0.0,1,2.0,0,0,1,2010
,,3.7,1.0,1,2.0,0,1,0,2010
,,3.8,0.0,1,2.0,0,1,0,2010
3.0,교육,,2.0,1,1.0,1,0,0,2010
,,4.2,0.0,1,1.0,1,1,1,2010
1.0,인문,,0.0,1,2.0,0,1,1,2010
4.0,공학,,0.0,1,2.0,1,0,0,2010
,,3.45,0.0,1,2.0,0,0,0,2010
,,3.62,1.0,1,2.0,0,0,0,2010
,,,0.0,1,1.0,1,0,1,2010
,,4.25,0.0,1,2.0,0,0,0,2010
,,3.45,0.0,1,2.0,1,0,0,2010
4.0,공학,,0.0,1,1.0,0,1,0,2010
,,,0.0,1,2.0,1,1,0,2010
2.0,사회,,0.0,1,1.0,0,0,0,2010
,,,0.0,1,1.0,0,1,1,2010
,,3.21,0.0,1,1.0,1,1,1,2010
,,,0.0,1,1.0,0,1,1,2010
4.0,공학,,0.0,1,1.0,0,0,0,2010
,,3.5,0.0,1,2.0,0,0,0,2010
,,3.8,0.0,1,2.0,1,1,1,2010
,,,0.0,1,2.0,1,0,1,2010
,,,0.0,1,2.0,1,0,1,2010
,,3.89,0.0,1,2.0,1,1,1,2010
,,,0.0,1,2.0,0,0,0,2010
