major,major_name,gpa,cert_count,english_test_taken,gender,high_income,high_satisfaction,regular_employment,cohort
,,,0.0,0,1.0,1,0,1,2024
2.0,사회,3.6,0.0,0,2.0,0,1,0,2024
2.0,사회,,0.0,0,2.0,0,0,1,2024
5.0,자연,,0.0,1,1.0,1,1,1,2024
,,,0.0,0,1.0,1,1,1,2024
1.0,인문,4.05,0.0,0,2.0,0,0,1,2024
5.0,자연,3.5,1.0,0,1.0,0,0,1,2024
4.0,공학,,1.0,0,1.0,1,1,1,2024
1.0,인문,3.57,2.0,0,2.0,0,1,1,2024
,,,0.0,0,2.0,1,0,0,2024
6.0,의약,,0.0,0,2.0,1,1,1,2024
6.0,의약,3.8,0.0,0,2.0,1,1,1,2024
7.0,예체능,,0.0,0,2.0,0,0,1,2024
,,,0.0,0,1.0,0,0,0,2024
6.0,의약,,0.0,0,2.0,1,0,1,2024
2.0,사회,,0.0,0,2.0,1,1,0,2024
4.0,공학,,0.0,0,1.0,0,0,1,2024
4.0,공학,,1.0,0,2.0,0,0,1,2024
2.0,사회,4.02,0.0,0,2.0,1,1,1,2024
2.0,사회,3.8,0.0,0,2.0,0,0,1,2024
2.0,사회,,2.0,0,2.0,0,1,1,2024
4.0,공학,,0.0,0,2.0,1,0,1,2024
2.0,사회,,0.0,0,1.0,0,1,1,2024
6.0,의약,,0.0,0,2.0,1,0,0,2024
2.0,사회,3.8,0.0,0,2.0,0,1,1,2024
4.0,공학,,0.0,0,1.0,0,1,0,2024
2.0,사회,,0.0,0,2.0,0,0,1,2024
4.0,공학,3.71,0.0,0,1.0,1,0,1,2024
6.0,의약,,0.0,0,1.0,0,0,1,2024
6.0,의약,3.0,0.0,0,2.0,0,0,1,2024
4.0,공학,,0.0,0,1.0,1,1,0,2024
,,,0.0,0,1.0,1,0,1,2024
4.0,공학,,1.0,0,2.0,0,1,1,2024
5.0,자연,3.87,0.0,0,2.0,1,1,1,2024
2.0,사회,,0.0,0,1.0,1,0,1,2024
4.0,공학,,0.0,1,1.0,0,1,0,2024
,,,0.0,0,1.0,1,0,0,2024
1.0,인문,4.15,0.0,0,2.0,0,1,1,2024
7.0,예체능,4.15,1.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,0,1,0,2024
4.0,공학,,0.0,0,1.0,1,0,1,2024
7.0,예체능,,1.0,0,2.0,0,1,0,2024
,,,0.0,0,2.0,0,1,1,2024
4.0,공학,,0.0,0,1.0,0,0,0,2024
4.0,공학,3.69,0.0,0,1.0,0,1,1,2024
6.0,의약,,0.0,0,2.0,0,1,0,2024
2.0,사회,,0.0,0,1.0,0,1,1,2024
2.0,사회,,1.0,1,2.0,0,0,0,2024
4.0,공학,3.83,0.0,0,1.0,1,0,1,2024
4.0,공학,,2.0,1,1.0,1,0,1,2024
5.0,자연,3.883,2.0,0,2.0,1,1,1,2024
2.0,사회,,0.0,0,2.0,1,1,1,2024
7.0,예체능,,0.0,0,1.0,1,1,0,2024
5.0,자연,3.5,0.0,0,2.0,0,1,1,2024
3.0,교육,,0.0,0,1.0,0,0,0,2024
6.0,의약,,0.0,1,1.0,0,1,1,2024
4.0,공학,4.1,0.0,1,1.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
1.0,인문,,0.0,0,2.0,0,0,1,2024
4.0,공학,3.6,0.0,0,1.0,1,1,1,2024
1.0,인문,3.7,0.0,0,2.0,0,0,1,2024
,,,0.0,0,1.0,0,1,1,2024
1.0,인문,,0.0,0,2.0,1,1,1,2024
,,,0.0,0,1.0,1,0,1,2024
3.0,교육,,1.0,0,2.0,1,1,1,2024
2.0,사회,,0.0,0,2.0,0,1,0,2024
4.0,공학,3.78,0.0,0,2.0,1,0,1,2024
,,,0.0,0,2.0,0,1,1,2024
5.0,자연,,0.0,0,2.0,1,1,1,2024
7.0,예체능,,0.0,0,1.0,0,1,0,2024
4.0,공학,,0.0,0,1.0,0,1,1,2024
2.0,사회,3.78,1.0,0,2.0,0,0,0,2024
2.0,사회,3.96,1.0,0,2.0,1,0,1,2024
6.0,의약,,0.0,1,2.0,0,1,0,2024
5.0,자연,,1.0,0,2.0,0,0,1,2024
6.0,의약,,0.0,0,1.0,1,1,1,2024
2.0,사회,,0.0,0,2.0,0,0,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
2.0,사회,,0.0,0,2.0,0,0,1,2024
1.0,인문,,0.0,1,2.0,0,0,1,2024
2.0,사회,,0.0,0,1.0,0,1,0,2024
2.0,사회,,0.0,0,1.0,0,0,1,2024
5.0,자연,,0.0,0,2.0,1,0,1,2024
2.0,사회,4.3,0.0,0,1.0,1,0,1,2024
7.0,예체능,,0.0,0,2.0,0,0,1,2024
7.0,예체능,,0.0,0,2.0,0,0,1,2024
2.0,사회,,0.0,0,1.0,0,0,1,2024
5.0,자연,3.8,0.0,1,1.0,1,1,1,2024
4.0,공학,3.99,1.0,1,2.0,1,0,1,2024
2.0,사회,4.28,0.0,0,1.0,1,1,1,2024
4.0,공학,4.16,0.0,0,1.0,1,0,1,2024
4.0,공학,,0.0,0,2.0,0,1,1,2024
4.0,공학,,0.0,0,2.0,1,1,0,2024
2.0,사회,,0.0,0,1.0,1,1,1,2024
5.0,자연,,0.0,1,2.0,0,1,1,2024
6.0,의약,,0.0,0,2.0,1,0,1,2024
4.0,공학,,0.0,1,2.0,1,1,1,2024
6.0,의약,,7.0,0,2.0,1,0,1,2024
6.0,의약,,0.0,1,2.0,1,0,1,2024
4.0,공학,3.69,0.0,1,1.0,0,0,1,2024
1.0,인문,,0.0,1,1.0,0,1,0,2024
4.0,공학,,1.0,0,2.0,0,1,0,2024
7.0,예체능,,0.0,0,2.0,0,1,1,2024
4.0,공학,,0.0,0,2.0,1,1,1,2024
5.0,자연,,0.0,0,2.0,1,0,1,2024
,,,0.0,0,1.0,1,0,1,2024
4.0,공학,,1.0,0,1.0,0,0,1,2024
2.0,사회,,0.0,0,2.0,1,0,1,2024
,,,0.0,0,1.0,1,0,1,2024
2.0,사회,3.87,0.0,0,2.0,0,1,0,2024
4.0,공학,,1.0,0,1.0,0,1,1,2024
2.0,사회,,0.0,0,2.0,0,1,0,2024
4.0,공학,,0.0,0,1.0,0,1,1,2024
4.0,공학,,0.0,0,1.0,0,1,1,2024
2.0,사회,,0.0,0,2.0,0,1,1,2024
4.0,공학,,0.0,0,1.0,0,0,1,2024
7.0,예체능,,0.0,0,2.0,0,0,1,2024
1.0,인문,4.0,0.0,0,2.0,1,1,1,2024
2.0,사회,,0.0,0,2.0,0,1,1,2024
6.0,의약,,0.0,0,2.0,0,0,1,2024
6.0,의약,3.8,0.0,0,2.0,1,0,1,2024
4.0,공학,,0.0,0,2.0,0,0,1,2024
6.0,의약,,0.0,0,2.0,1,0,1,2024
4.0,공학,,0.0,0,2.0,1,0,1,2024
,,,0.0,0,2.0,0,0,1,2024
4.0,공학,3.65,2.0,0,2.0,0,0,0,2024
,,,0.0,0,2.0,1,0,1,2024
7.0,예체능,,0.0,0,2.0,0,1,1,2024
4.0,공학,,0.0,0,1.0,1,0,0,2024
1.0,인문,,0.0,0,2.0,0,0,1,2024
2.0,사회,,0.0,0,2.0,1,1,1,2024
4.0,공학,,1.0,0,1.0,1,1,1,2024
1.0,인문,,0.0,0,2.0,0,1,1,2024
5.0,자연,,0.0,0,2.0,1,0,0,2024
5.0,자연,4.2,0.0,1,2.0,1,0,1,2024
2.0,사회,,0.0,0,2.0,1,0,1,2024
4.0,공학,3.44,0.0,1,1.0,1,1,1,2024
5.0,자연,,0.0,0,2.0,1,0,1,2024
2.0,사회,,0.0,1,1.0,1,1,1,2024
2.0,사회,,0.0,1,1.0,0,1,0,2024
6.0,의약,3.86,0.0,0,2.0,0,1,1,2024
4.0,공학,4.259,0.0,0,2.0,1,1,1,2024
1.0,인문,,0.0,0,2.0,0,1,1,2024
7.0,예체능,,0.0,0,1.0,1,1,1,2024
7.0,예체능,,0.0,0,2.0,1,1,1,2024
6.0,의약,3.056,1.0,1,1.0,0,1,0,2024
1.0,인문,,0.0,0,2.0,1,0,1,2024
7.0,예체능,,0.0,0,2.0,0,1,0,2024
2.0,사회,,0.0,1,2.0,1,1,1,2024
2.0,사회,3.5,0.0,1,2.0,1,0,1,2024
2.0,사회,3.86,0.0,0,1.0,0,0,0,2024
2.0,사회,,0.0,0,2.0,1,1,1,2024
2.0,사회,,1.0,1,2.0,1,1,1,2024
6.0,의약,,0.0,1,2.0,1,1,1,2024
6.0,의약,4.15,0.0,1,2.0,1,0,1,2024
,,,0.0,0,2.0,0,0,1,2024
7.0,예체능,,0.0,0,2.0,1,0,1,2024
6.0,의약,,1.0,1,1.0,0,0,1,2024
5.0,자연,2.9,2.0,0,2.0,0,0,0,2024
,,,0.0,0,1.0,1,0,1,2024
6.0,의약,3.32,0.0,0,2.0,1,1,1,2024
4.0,공학,,0.0,0,2.0,0,1,1,2024
,,,0.0,0,2.0,0,0,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,0,1,1,2024
4.0,공학,,1.0,0,1.0,0,0,1,2024
4.0,공학,3.7,1.0,0,1.0,0,0,1,2024
,,,0.0,0,1.0,1,1,1,2024
7.0,예체능,,0.0,0,1.0,1,0,1,2024
1.0,인문,,0.0,0,1.0,1,1,1,2024
7.0,예체능,,0.0,0,1.0,0,0,1,2024
,,,0.0,0,1.0,0,1,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,1,0,1,2024
4.0,공학,,0.0,0,2.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,1,0,1,2024
4.0,공학,,0.0,0,1.0,0,0,1,2024
7.0,예체능,,0.0,0,2.0,0,0,1,2024
4.0,공학,,0.0,1,1.0,1,1,1,2024
,,,0.0,0,1.0,1,1,1,2024
2.0,사회,,0.0,0,1.0,1,1,1,2024
,,,0.0,1,1.0,0,1,1,2024
4.0,공학,3.75,1.0,0,2.0,0,0,1,2024
,,,0.0,0,1.0,1,0,1,2024
4.0,공학,,0.0,0,1.0,1,0,1,2024
4.0,공학,,0.0,0,1.0,0,0,1,2024
,,,0.0,0,1.0,1,0,1,2024
,,,0.0,0,1.0,0,0,0,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,1,0,1,2024
4.0,공학,,0.0,0,1.0,0,0,1,2024
,,,0.0,0,2.0,1,1,1,2024
5.0,자연,,0.0,0,1.0,0,0,0,2024
2.0,사회,,0.0,0,1.0,0,0,1,2024
,,,0.0,0,1.0,0,1,1,2024
4.0,공학,,0.0,0,1.0,0,1,1,2024
,,,1.0,0,1.0,1,1,1,2024
7.0,예체능,,0.0,0,1.0,0,1,0,2024
2.0,사회,,0.0,0,2.0,0,1,1,2024
2.0,사회,,0.0,0,2.0,1,1,1,2024
,,,0.0,0,1.0,1,0,1,2024
2.0,사회,,0.0,0,2.0,0,1,0,2024
,,,0.0,0,1.0,1,0,0,2024
,,,0.0,0,2.0,1,1,1,2024
2.0,사회,,0.0,0,2.0,0,0,1,2024
2.0,사회,,0.0,0,1.0,0,0,1,2024
4.0,공학,,0.0,0,1.0,1,0,0,2024
,,,0.0,0,2.0,1,0,1,2024
2.0,사회,,0.0,0,2.0,1,0,1,2024
,,,0.0,0,2.0,0,0,1,2024
7.0,예체능,,0.0,0,2.0,0,0,1,2024
,,,0.0,0,1.0,0,1,1,2024
1.0,인문,,0.0,0,2.0,0,0,1,2024
,,,0.0,0,2.0,0,1,1,2024
3.0,교육,,0.0,0,2.0,0,0,1,2024
2.0,사회,,0.0,0,2.0,0,0,1,2024
,,,0.0,0,2.0,1,0,1,2024
7.0,예체능,,0.0,0,1.0,0,1,0,2024
,,,0.0,0,1.0,0,1,0,2024
6.0,의약,,1.0,0,1.0,0,0,1,2024
7.0,예체능,,0.0,0,2.0,0,0,1,2024
4.0,공학,3.78,0.0,0,1.0,1,1,1,2024
2.0,사회,,0.0,0,2.0,1,0,1,2024
4.0,공학,,0.0,0,1.0,0,1,1,2024
2.0,사회,,0.0,1,1.0,1,0,1,2024
6.0,의약,3.4,0.0,0,2.0,1,1,1,2024
4.0,공학,,0.0,0,2.0,0,0,1,2024
6.0,의약,,0.0,0,1.0,0,1,1,2024
3.0,교육,,0.0,0,2.0,0,0,0,2024
3.0,교육,,0.0,0,2.0,1,0,1,2024
2.0,사회,,0.0,0,2.0,0,0,1,2024
,,,0.0,0,2.0,0,0,1,2024
1.0,인문,,0.0,0,2.0,0,0,1,2024
2.0,사회,,3.0,0,1.0,0,0,0,2024
2.0,사회,,0.0,0,1.0,0,1,1,2024
,,,0.0,0,1.0,0,0,0,2024
2.0,사회,,0.0,0,1.0,0,1,1,2024
4.0,공학,,2.0,0,1.0,0,0,1,2024
4.0,공학,4.25,1.0,0,1.0,1,0,1,2024
6.0,의약,,0.0,0,2.0,0,1,1,2024
5.0,자연,,0.0,0,1.0,1,1,1,2024
7.0,예체능,4.0,2.0,0,2.0,0,1,0,2024
7.0,예체능,4.19,0.0,1,2.0,0,0,0,2024
2.0,사회,,2.0,1,2.0,1,0,0,2024
2.0,사회,,0.0,0,2.0,0,1,0,2024
2.0,사회,,0.0,0,2.0,0,1,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,1,0,1,2024
,,,0.0,0,1.0,0,0,1,2024
,,,1.0,0,1.0,0,0,1,2024
,,,0.0,0,1.0,1,0,1,2024
,,,0.0,0,1.0,1,0,1,2024
,,,0.0,0,1.0,0,1,1,2024
,,,1.0,0,1.0,1,1,1,2024
,,,1.0,0,1.0,1,0,1,2024
,,,0.0,0,2.0,1,1,1,2024
,,,0.0,0,2.0,1,1,1,2024
,,,0.0,1,1.0,0,0,1,2024
,,,0.0,0,1.0,1,0,1,2024
,,,1.0,0,2.0,1,1,1,2024
,,,0.0,0,1.0,1,0,1,2024
2.0,사회,,2.0,1,2.0,0,0,0,2024
4.0,공학,,1.0,0,1.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
5.0,자연,,0.0,0,1.0,1,1,1,2024
4.0,공학,3.8,0.0,0,1.0,1,1,1,2024
5.0,자연,,0.0,1,1.0,1,1,1,2024
2.0,사회,,0.0,0,1.0,1,1,1,2024
6.0,의약,,1.0,0,1.0,0,1,1,2024
5.0,자연,3.7,0.0,1,2.0,1,0,1,2024
5.0,자연,,0.0,0,2.0,1,0,1,2024
6.0,의약,,0.0,0,2.0,0,1,0,2024
2.0,사회,,0.0,1,1.0,0,1,0,2024
,,,1.0,0,1.0,1,1,1,2024
2.0,사회,,0.0,0,1.0,0,1,0,2024
2.0,사회,,0.0,0,2.0,0,1,1,2024
6.0,의약,,0.0,0,2.0,1,1,1,2024
6.0,의약,3.95,0.0,0,2.0,0,0,1,2024
,,,1.0,0,1.0,1,1,1,2024
4.0,공학,,0.0,0,2.0,1,1,1,2024
,,,1.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,0,1,1,2024
,,,0.0,0,1.0,0,0,0,2024
,,,0.0,0,1.0,1,1,1,2024
4.0,공학,,0.0,0,2.0,1,1,1,2024
,,,0.0,0,1.0,1,1,1,2024
4.0,공학,,1.0,0,1.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,2.0,1,1,1,2024
7.0,예체능,3.76,3.0,0,2.0,0,1,1,2024
,,,0.0,0,1.0,1,1,1,2024
2.0,사회,,0.0,0,2.0,0,1,1,2024
,,,0.0,1,2.0,1,1,1,2024
7.0,예체능,,0.0,0,2.0,0,1,1,2024
2.0,사회,,2.0,0,1.0,0,1,1,2024
6.0,의약,,0.0,0,2.0,0,1,1,2024
4.0,공학,,0.0,0,1.0,0,0,1,2024
5.0,자연,,0.0,0,2.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,0,1,0,2024
,,,0.0,0,2.0,1,1,1,2024
,,,0.0,0,1.0,0,0,0,2024
,,,0.0,0,2.0,0,0,0,2024
,,,0.0,0,2.0,0,0,0,2024
,,,0.0,0,1.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,0,1,1,2024
,,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,1,1,1,2024
2.0,사회,,0.0,0,2.0,0,0,1,2024
2.0,사회,3.0,0.0,0,1.0,1,1,1,2024
2.0,사회,3.97,0.0,0,2.0,0,0,0,2024
1.0,인문,,0.0,0,2.0,0,0,1,2024
1.0,인문,,0.0,0,2.0,0,1,0,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
4.0,공학,,1.0,0,1.0,1,1,1,2024
5.0,자연,,2.0,0,2.0,0,0,1,2024
6.0,의약,,0.0,0,1.0,0,1,1,2024
6.0,의약,,1.0,0,2.0,1,0,1,2024
6.0,의약,,0.0,0,2.0,1,0,1,2024
2.0,사회,,0.0,0,2.0,1,0,1,2024
6.0,의약,3.8,0.0,0,2.0,1,1,1,2024
,,,0.0,0,1.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
,,,2.0,0,1.0,1,1,1,2024
4.0,공학,3.5,0.0,0,1.0,0,0,1,2024
6.0,의약,,0.0,0,2.0,1,0,1,2024
6.0,의약,,0.0,0,1.0,0,1,0,2024
4.0,공학,,0.0,0,1.0,1,0,1,2024
4.0,공학,3.9,1.0,0,1.0,0,0,0,2024
,,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,1,0,0,2024
,,,0.0,0,2.0,1,0,0,2024
6.0,의약,,2.0,0,2.0,0,0,1,2024
,,,2.0,0,1.0,1,1,1,2024
2.0,사회,,1.0,1,2.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,0,0,0,2024
4.0,공학,,0.0,0,1.0,0,0,0,2024
4.0,공학,,0.0,0,1.0,0,1,0,2024
6.0,의약,,0.0,0,2.0,1,1,1,2024
6.0,의약,,0.0,0,2.0,1,0,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
4.0,공학,,0.0,1,1.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,1,1,1,2024
5.0,자연,,0.0,0,1.0,1,1,1,2024
2.0,사회,,0.0,1,1.0,0,0,0,2024
4.0,공학,,0.0,0,1.0,0,0,0,2024
2.0,사회,3.8,1.0,0,2.0,0,0,0,2024
5.0,자연,,0.0,0,1.0,1,1,1,2024
6.0,의약,3.4,1.0,1,2.0,0,1,0,2024
4.0,공학,,0.0,0,2.0,1,1,1,2024
6.0,의약,3.3,0.0,0,2.0,1,1,1,2024
2.0,사회,,0.0,0,2.0,0,0,0,2024
7.0,예체능,3.63,0.0,0,2.0,0,0,1,2024
2.0,사회,,0.0,0,2.0,1,1,1,2024
2.0,사회,,0.0,1,2.0,0,0,1,2024
,,,0.0,0,2.0,1,1,1,2024
4.0,공학,3.5,0.0,0,1.0,0,1,1,2024
7.0,예체능,,0.0,0,1.0,0,1,0,2024
4.0,공학,,0.0,0,1.0,1,0,0,2024
4.0,공학,,0.0,0,1.0,1,0,1,2024
,,,0.0,0,1.0,0,1,0,2024
4.0,공학,,0.0,0,1.0,0,0,1,2024
,,,0.0,0,1.0,1,1,1,2024
2.0,사회,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,1,1,0,2024
,,,0.0,0,1.0,1,1,1,2024
,,,1.0,0,1.0,0,0,0,2024
,,,0.0,0,1.0,1,1,1,2024
1.0,인문,,0.0,0,1.0,1,1,1,2024
,,,1.0,0,1.0,1,1,1,2024
4.0,공학,,0.0,0,1.0,1,0,1,2024
,,,0.0,0,1.0,1,1,1,2024
,,,1.0,1,1.0,1,0,1,2024
,,,0.0,0,1.0,1,1,1,2024
4.0,공학,,1.0,0,1.0,1,1,1,2024
7.0,예체능,,0.0,0,2.0,0,0,0,2024
,,,0.0,0,2.0,0,0,0,2024
,,,0.0,0,2.0,1,1,0,2024
6.0,의약,,0.0,0,2.0,0,1,1,2024
2.0,사회,,1.0,0,1.0,1,1,1,2024
6.0,의약,,0.0,0,2.0,1,1,1,2024
5.0,자연,3.82,0.0,0,2.0,1,1,1,2024
7.0,예체능,,0.0,0,2.0,0,0,1,2024
6.0,의약,,1.0,0,2.0,0,1,1,2024
1.0,인문,,0.0,0,2.0,1,0,1,2024
6.0,의약,4.0,0.0,0,2.0,1,1,1,2024
6.0,의약,3.938,1.0,0,2.0,1,1,1,2024
2.0,사회,,0.0,0,1.0,0,0,0,2024
4.0,공학,,0.0,0,1.0,0,0,0,2024
6.0,의약,,0.0,0,2.0,0,0,1,2024
2.0,사회,,0.0,0,2.0,0,1,1,2024
,,,0.0,0,1.0,0,0,1,2024
2.0,사회,,0.0,0,2.0,1,0,1,2024
4.0,공학,,0.0,0,1.0,0,0,1,2024
4.0,공학,,0.0,0,1.0,0,0,0,2024
4.0,공학,,0.0,0,1.0,0,0,0,2024
7.0,예체능,,0.0,0,1.0,0,0,0,2024
3.0,교육,,0.0,0,2.0,0,1,0,2024
2.0,사회,,0.0,0,2.0,0,1,1,2024
4.0,공학,,0.0,0,1.0,1,0,1,2024
5.0,자연,,0.0,0,1.0,0,0,0,2024
2.0,사회,,0.0,0,2.0,1,1,1,2024
6.0,의약,,0.0,1,1.0,1,0,0,2024
2.0,사회,3.6,0.0,0,1.0,1,0,1,2024
,,,0.0,0,1.0,0,0,1,2024
7.0,예체능,,0.0,0,2.0,0,0,0,2024
5.0,자연,,0.0,0,2.0,1,1,1,2024
2.0,사회,,0.0,0,2.0,1,1,1,2024
2.0,사회,3.73,1.0,1,1.0,1,1,0,2024
5.0,자연,,0.0,0,2.0,1,0,1,2024
4.0,공학,,0.0,0,2.0,1,1,1,2024
2.0,사회,3.8,0.0,0,1.0,0,0,1,2024
2.0,사회,,0.0,0,2.0,0,1,1,2024
2.0,사회,3.5,0.0,0,2.0,0,0,1,2024
3.0,교육,,0.0,0,2.0,0,0,1,2024
2.0,사회,4.0,0.0,0,2.0,1,0,1,2024
4.0,공학,,0.0,0,2.0,0,0,0,2024
4.0,공학,,1.0,0,2.0,1,1,0,2024
6.0,의약,,0.0,0,2.0,0,1,1,2024
,,,0.0,1,2.0,0,0,0,2024
4.0,공학,,0.0,0,1.0,1,0,1,2024
1.0,인문,,0.0,0,1.0,0,1,0,2024
6.0,의약,,0.0,1,1.0,0,0,1,2024
4.0,공학,,0.0,0,2.0,1,1,1,2024
6.0,의약,,0.0,0,2.0,1,0,1,2024
6.0,의약,,0.0,0,2.0,0,0,0,2024
1.0,인문,3.8,0.0,0,2.0,1,0,1,2024
,,,0.0,0,2.0,0,0,0,2024
4.0,공학,4.04,0.0,1,2.0,1,0,1,2024
4.0,공학,,0.0,0,1.0,0,1,0,2024
,,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,1,0,0,2024
4.0,공학,,0.0,0,1.0,1,0,1,2024
,,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,2.0,0,0,1,2024
,,,0.0,0,2.0,0,1,1,2024
,,,0.0,0,2.0,0,1,1,2024
,,,0.0,0,2.0,0,0,1,2024
,,,0.0,0,2.0,0,1,0,2024
,,,0.0,0,2.0,0,0,1,2024
4.0,공학,,0.0,0,1.0,1,0,1,2024
3.0,교육,,0.0,0,2.0,1,1,1,2024
4.0,공학,3.8,0.0,1,2.0,1,1,1,2024
6.0,의약,,0.0,1,2.0,1,0,1,2024
,,,0.0,0,1.0,0,0,0,2024
7.0,예체능,,0.0,0,1.0,1,0,0,2024
2.0,사회,4.01,0.0,0,2.0,1,0,1,2024
2.0,사회,,0.0,0,1.0,0,1,1,2024
1.0,인문,,0.0,1,1.0,0,1,0,2024
,,,0.0,0,1.0,0,0,1,2024
,,,0.0,0,1.0,0,0,1,2024
,,,0.0,0,1.0,1,1,1,2024
,,,0.0,0,1.0,1,1,1,2024
